shoe_id,brand,model,version,full_name,alias_code,is_daily_trainer,is_recovery_shoe,is_workout_shoe,is_race_shoe,is_trail_shoe,is_walking_shoe,cushion_softness_1to5,bounce_1to5,stability_1to5,rocker_1to5,ground_feel_1to5,weight_feel_1to5,weight_g,heel_drop_mm,has_plate,plate_tech_name,plate_material,fit_volume,toe_box,width_options,support_type,heel_geometry,surface,wet_grip,release_status,release_year,release_quarter,retail_price_category,why_it_feels_this_way,avoid_if,similar_to,notable_detail
shoe_0046,ASICS,Metaspeed Edge,Tokyo,ASICS Metaspeed Edge Tokyo,Edge Tokyo,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,5,2,2,1,1,159,5,TRUE,,Carbon,low,standard,standard only,neutral,standard,road,excellent,available,2025,Q3,Super-premium,"Dual racing foams with a cadence-focused carbon plate and a smoother rocker create a very cushioned, quick-transition ride, though stability remains only moderate for a supershoe.","Avoid if you rely on long, bounding strides, as it favours cadence runners.","Saucony Endorphin Elite 2, Adidas Adizero Adios Pro 4, Nike Vaporfly Next% 4",Tuned specifically for high-cadence runners with targeted plate placement.
shoe_0047,Adidas,Adizero Prime,X3 Strung,Adidas Adizero Prime X3 Strung,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,4,2,5,1,4,291,7,TRUE,Energy Rods 2.0,Carbon,high,standard,standard only,neutral,standard,road,good,available,2025,Q3,Super-premium,"Huge stack height with a carbon plate plus EnergyRods makes the shoe extremely stiff and heavily rockered for a strong roll and rebound, but it can feel unwieldy and less stable given the height and weight.","Avoid if you want a stable or legal racer, as the stack height is extreme.","ASICS Superblast 2, Salomon Aero Glide 3, HOKA Mach X 3",Pushes cushioning limits with over 50 mm of Lightstrike Pro and a Strung upper.
shoe_0048,ASICS,Megablast,,ASICS Megablast,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5,4,3,4,1,2,218,8,FALSE,,,standard,standard,standard only,neutral,standard,road,excellent,available,2025,Q3,Super-premium,"A very tall, plush and energetic midsole with a strong rocker gives an effortless roll and plenty of rebound, while staying only reasonably stable for such a high stack.",Avoid if you dislike extreme softness or very tall stacks.,"Adidas Adizero Prime X3 Strung, ASICS Superblast 2, Salomon Aero Glide 3",Designed as an ultra-max cushion concept shoe showcasing ASICS’ highest-volume foam.
shoe_0049,PUMA,Fast-R NITRO Elite,2,PUMA Fast-R NITRO Elite 2,Fast-R 2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,4,3,5,1,3,264,8,TRUE,PWRPLATE,Carbon,standard,narrow,standard only,neutral,aggressive_forefoot,road,good,rare to find,2024,Q1,Super-premium,"The split midsole and carbon plate funnel load into an aggressive, rockered forefoot for aggressive forward propulsion, with a high-stack feel that stays reasonably controlled rather than nimble.",Avoid if you are a heel striker or want a forgiving feel.,"Adidas Adizero Adios Pro 4, Saucony Endorphin Elite 2, PUMA Fast-R NITRO Elite 3",A unique design with the carbon plate extending beyond the front of the shoe. Features a split midsole and carbon plate for aggressive forward propulsion.
shoe_0050,HOKA,Challenger,8,HOKA Challenger 8,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,2,3,3,3,3,269,8,FALSE,,,standard,standard,standard and wide,neutral,standard,road/trail,good,available,2025,Q3,Core,"A balanced, road-like midsole with a moderate rocker keeps turnover smooth, while shallow lugs add just enough bite for light trails without making it feel harsh on tarmac.","Avoid if you need aggressive trail grip, as the lugs are moderate.","New Balance Fresh Foam X Hierro v9, Nike Pegasus Trail 5, Salomon Speedcross 6",A door-to-trail shoe that blends road cushioning with light trail capability.
shoe_0051,New Balance,Fresh Foam X Hierro,v9,New Balance Fresh Foam X Hierro v9,Hierro,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,3,4,3,3,5,309,4,FALSE,,,standard,standard,standard and wide,stable_neutral,standard,road/trail,excellent,available,2025,Q1,Core,"A tall, protective midsole and a broad platform keep things calm on uneven ground, with a steady rebound rather than a squishy feel and a noticeably substantial, protective ride.",Avoid if you want a light or agile trail shoe.,"The North Face Vectiv Enduris 3, HOKA Challenger 8, ASICS Metafuji Trail",A max-cushion trail model built for comfort and protection over long distances.
shoe_0052,Altra,Lone Peak,9,Altra Lone Peak 9,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,3,4,1,5,5,309,0,FALSE,,,high,roomy,standard only,stable_neutral,standard,road/trail,excellent,available,2025,Q1,Core,"Zero-drop geometry and a flexible build keep the shoe foot-led and very ground-connected, with a firmer, more direct underfoot feel and a stable, roomy front end for natural toe splay.",Avoid if you prefer high-drop or heavily cushioned trail shoes.,"Nike Pegasus Trail 5, HOKA Challenger 8, Saucony Peregrine 15",A cult trail shoe known for its zero-drop platform and roomy toe box.
shoe_0053,Altra,Olympus,6,Altra Olympus 6,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,3,4,1,3,5,325,0,FALSE,,,high,roomy,standard only,stable_neutral,standard,road/trail,excellent,available,2024,Q3,Core,"A very high stack and wide platform prioritise protection and stability over precision, with a cushioned-but-not-sinky feel and a bulky, planted ride that suits long trail cruising.","Avoid if you run technical trails requiring precision, as the platform is bulky.","The North Face Vectiv Enduris 3, New Balance Fresh Foam X Hierro v9, ASICS Metafuji Trail","Altra’s most cushioned trail shoe, favoured for ultra-distance comfort."
shoe_0054,ASICS,Metafuji Trail,,ASICS Metafuji Trail,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,3,1,2,2,3,258,5,TRUE,,Carbon,standard,narrow,standard only,neutral,standard,road/trail,excellent,available,2024,Q3,Super-premium,"A lively midsole combined with a stiff carbon plate creates a punchy, forward drive on trail, but the performance geometry and stiffness can feel tippy and unforgiving if you want a relaxed, stable cruiser.","Avoid if you want a relaxed trail cruiser, as the design is performance-focused.","The North Face Vectiv Enduris 3, New Balance Fresh Foam X Hierro v9, HOKA Challenger 8","Brings plated, race-inspired geometry into ASICS’ trail lineup."
shoe_0055,The North Face,Vectiv Enduris,3,The North Face Vectiv Enduris 3,Enduris 3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,3,5,3,2,4,275,6,TRUE,,Plastic,standard,standard,standard only,stable_neutral,standard,road/trail,excellent,available,2023,Q1,Core,"A stiff plate and pronounced rocker create an efficient roll through long efforts, while the wider platform and guiding geometry make it feel notably stable for a plated trail shoe.","Avoid if you want flexibility on technical terrain, as the plate stiffens the ride.","ASICS Metafuji Trail, New Balance Fresh Foam X Hierro v9, HOKA Challenger 8",Uses VECTIV rocker geometry to reduce fatigue over long trail distances.
shoe_0056,Saucony,Triumph,23,Saucony Triumph 23,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,4,4,4,3,1,4,272,10,FALSE,,,standard,standard,standard only,stable_neutral,standard,road,good,available,2025,Q2,Premium,"A thick, soft midsole with a smooth rocker absorbs impact and rebounds with a gentle spring, delivering a plush, protective ride with very little ground feel and a more substantial feel on foot.","Avoid if you want a light or fast trainer, as the shoe is plush and substantial.","Nike Vomero Plus, ASICS Gel Nimbus 27, Brooks Glycerin Max",A premium max-cushion daily trainer built around PWRRUN+ foam.
shoe_0057,Saucony,Guide,18,Saucony Guide 18,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,3,5,3,2,4,278,6,FALSE,,,standard,standard,standard only,stability,standard,road,average,available,2025,Q1,Core,"A structured platform and guidance features keep the ride controlled and stable, with a more supportive, steady transition that prioritises predictability over a free, unstructured feel.","Avoid if you do not need stability support, as the guidance can feel intrusive.","ASICS Gel Kayano 32, HOKA Arahi 8, Brooks Ghost Max 3",A reliable stability trainer balancing comfort with structured support.
shoe_0058,HOKA,Arahi,8,HOKA Arahi 8,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,3,4,4,2,3,259,8,FALSE,,,standard,standard,standard and wide,stability,standard,road,poor,available,2025,Q3,Core,"A stable frame and a pronounced rocker guide you forward smoothly without a harsh post, pairing moderate cushioning with a stable, rolling transition that feels controlled rather than bouncy.","Avoid if you want an unstructured ride, as the J-Frame adds guidance.","ASICS Gel Kayano 32, Saucony Guide 18, Brooks Ghost Max 3",A lightweight stability shoe that avoids traditional medial posts.
shoe_0059,Salomon,Speedcross,6,Salomon Speedcross 6,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,5,1,5,4,296,10,FALSE,,,standard,standard,standard only,stable_neutral,standard,trail,excellent,available,2022,Q3,Core,"A firm, very direct midsole and an aggressive lugged outsole create maximum bite and control on soft, muddy ground, but the ride feels rigid and intrusive on hard surfaces with almost no bounce.","Avoid if you run mainly on hard surfaces, as the aggressive lugs are intrusive.","Saucony Peregrine 15, Nike Pegasus Trail 5, HOKA Challenger 8","Famous for deep lugs and narrow fit, excelling in mud and soft ground."
shoe_0060,HOKA,Speedgoat,6,HOKA Speedgoat 6,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,2,5,3,4,4,278,5,FALSE,,,standard,standard,standard and wide,stable_neutral,standard,trail,excellent,available,2024,Q2,Core,"A protective midsole and grippy outsole combine for dependable traction and control, with a stable, planted platform that prioritises security and protection over agility and soft step-in plushness.",Avoid if you want agility or ground feel on technical trails.,"Altra Olympus 6, New Balance Fresh Foam X Hierro v9, The North Face Vectiv Enduris 3",A max-cushion trail icon known for Vibram grip and ultra-distance comfort.
shoe_0061,ASICS,Gel Cumulus,27,ASICS Gel Cumulus 27,Cumulus 27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,4,3,2,3,261,8,FALSE,,,standard,standard,standard only,stable_neutral,standard,road,average,available,2025,Q1,Core,"A traditional, balanced midsole smooths impact without feeling overly soft, with a steady, predictable transition and moderate stability that suits everyday mileage over lively bounce.","Avoid if you expect a soft or bouncy ride, as it remains traditional and firm.","Nike Pegasus 41, Brooks Ghost 17, New Balance Fresh Foam 680 v8",A dependable daily trainer offering balanced cushioning and durability.
shoe_0062,Nike,Vaporfly,Next% 4,Nike Vaporfly Next% 4,Vaporfly 4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,5,3,2,3,1,166,6,TRUE,Vaporfly Flyplate,Carbon,low,standard,standard only,neutral,standard,road,average,available,2025,Q1,Super-premium,"High-rebound foam paired with a stiff carbon Flyplate delivers explosive snap in an ultra-light package, with a race-focused geometry that feels fast and direct but not particularly forgiving or stable at easy paces.",Avoid if you need stability or plan to use it for daily training.,"Adidas Adizero Adios Pro 4, Saucony Endorphin Elite 2, PUMA Deviate NITRO Elite 3",The latest evolution of Nike’s iconic carbon-plated marathon racer.
shoe_0063,Salomon,Aero Glide,3,Salomon Aero Glide 3,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,4,4,3,2,1,2,248,8,FALSE,,,low,narrow,standard only,neutral,standard,road,average,available,2025,Q1,Core,"A high stack with a soft, energetic midsole gives a cushioned, bouncy feel for long runs, while the relatively low ground feel and tapered fit keep it feeling more like a modern max trainer than a stable cruiser.","Avoid if you need a wide toe box, want strong stability for easy miles, or prefer more ground feel and a firmer, controlled ride.","ASICS Superblast 2, Adidas Adizero Prime X3 Strung, Nike Vomero Plus","Feels like Salomon’s “road max cushion” direction done properly - high stack, soft ride, and a smoother rocker than older Salomon road shoes, but still with a slightly tapered, performance-leaning fit that can feel snug through the midfoot if you like a roomy upper."
shoe_0064,ASICS,Gel Nimbus,28,ASICS Gel Nimbus 28,Nimbus 28,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,4,1,3,3,1,4,278,8,FALSE,,,high,standard,standard only,neutral,standard,road,excellent,available,2025,Q4,Premium,"A very cushioned, damped midsole soaks up impact with a calm, non-bouncy feel, and the rocker helps it roll through easy miles while staying smooth and protective rather than energetic.","Avoid if you want noticeable bounce for workouts, prefer lighter-feeling trainers, or want more ground feedback and a sharper toe-off.","Saucony Triumph 23, Brooks Glycerin Max, Nike Vomero 18","The update keeps the Nimbus identity - deep, calm cushioning and a smooth roll - but shifts the feel towards “more protective than playful”. It’s the kind of shoe that makes easy miles feel easier, rather than making you want to run fast."
shoe_0065,Mizuno,Wave Rebellion Pro,3,Mizuno Wave Rebellion Pro 3,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,4,1,3,1,2,227,4,TRUE,WAVE Plate,Nylon,standard,standard,standard only,neutral,aggressive_forefoot,road,good,available,2024,Q4,Super-premium,"Extreme stack height and a very aggressive geometry create a soft, springy feel that rewards fast, forward running, but the unstable platform and minimal ground feel make it demanding if you are not landing efficiently.","Avoid if you heel strike heavily, need stability, want an easy all-round racer, or prefer a natural, flexible ride - it works best when you stay forward and commit to the geometry.","Adidas Adizero Adios Pro 4, Saucony Endorphin Elite 2, Nike Vaporfly Next% 4","Mizuno’s aggressive geometry is the whole point: the shoe is designed to keep you moving forward, with a rocker and midsole shape that works best when you stay on the front half of the shoe. If you land back on the heel, it feels clumsy and inefficient - the ride only clicks when you commit to a forward landing and quick turnover."
shoe_0066,PUMA,Fast-R NITRO Elite,3,PUMA Fast-R NITRO Elite 3,Fast-R 3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,1,4,1,1,173,8,TRUE,PWRPLATE,Carbon,low,standard,standard only,neutral,aggressive_forefoot,road,excellent,available,2025,Q2,Super-premium,"A highly rockered, split-midsole design with a stiff carbon plate produces an ultra-light, explosive rebound, but the aggressive geometry and narrow control window can feel unstable and very race-specific.","Avoid if you want stability, expect it to work well at easy paces, or rely on a long heel landing - it rewards fast running with a forward strike.","Adidas Adizero Adios Pro 4, Saucony Endorphin Elite 2","The split midsole and very late, steep rocker create a narrow “sweet spot” that rewards fast, forward running. It actively discourages heavy heel striking - if you try to sit back, the geometry feels awkward, but if you stay forward it delivers a sharp, high-gear roll and a punchy toe-off."
shoe_0067,ASICS,Gel Contend,9,ASICS Gel Contend 9,Contend 9,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,2,3,3,3,4,275,8,FALSE,,,high,standard,standard only,neutral,standard,road,poor,available,2023,Q4,Budget,"A straightforward, slightly firm ride with moderate cushioning and a predictable transition, where the stable, traditional geometry prioritises consistency over bounce or speed.","Avoid if you want a soft, plush feel, high energy return, or a lighter, faster shoe for workouts.","New Balance Fresh Foam 680 v8, Brooks Ghost 17, Nike Pegasus 41","Uses AMPLIFOAM+ with rearfoot GEL for a simple, durable cushioning setup that’s aimed at entry-level mileage rather than performance."
shoe_0068,Nike,Revolution,8,Nike Revolution 8,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,3,3,3,4,3,264,10,FALSE,,,low,narrow,standard only,neutral,standard,road,average,available,2024,Q1,Budget,"A basic foam midsole and flexible build create a simple, easygoing ride with moderate rebound, plus a gentle rocker that helps it roll along at easy paces without feeling aggressive.","Avoid if you want a truly stable platform, more structure for longer runs, or a more energetic, springy midsole feel.","New Balance Fresh Foam 680 v8, ASICS Gel Contend 9, Brooks Ghost 17","Nike leans into comfort and ease here: a foam midsole and “comfort-focused rocker geometry” are the main story, making it more of a beginner daily and walking shoe than a performance trainer."
shoe_0069,New Balance,Fresh Foam 680,v8,New Balance Fresh Foam 680 v8,680,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,3,3,2,3,3,261,8,FALSE,,,standard,standard,standard only,neutral,standard,road,average,available,2023,Q2,Budget,"A balanced, slightly cushioned feel that sits in the middle of the spectrum: not especially soft or bouncy, but smooth and steady with a more natural transition and moderate ground feedback.","Avoid if you want a lively tempo shoe, very soft recovery cushioning, or a snappier rocker-driven ride.","Nike Pegasus 41, Brooks Ghost 17, ASICS Gel Contend 9","New Balance positions it as a value daily trainer built around Fresh Foam cushioning and a simple, durable outsole, aimed at comfort per pound rather than standout speed feel."
shoe_0070,Nike,Pegasus Trail,5,Nike Pegasus Trail 5,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,3,3,3,3,4,286,9.5,FALSE,,,standard,standard,standard and wide,neutral,standard,road/trail,good,available,2024,Q2,Core,"A moderately cushioned, slightly springy ReactX ride that works best as a road-to-trail cruiser, with a steady platform and a do-it-all transition rather than a highly specialised trail feel.","Avoid if you want aggressive lugs for technical mud and wet rock, or if you need a more locked-in, trail-specific upper and platform for rough descents.","HOKA Challenger 8, New Balance Fresh Foam X Hierro v9, Saucony Peregrine 15","The big update is the move to ReactX and a roomier, improved upper, but multiple testers still flag outsole grip as the main limitation on slick wet terrain."
shoe_0071,Saucony,Peregrine,15,Saucony Peregrine 15,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,3,4,2,3,3,266,4,TRUE,,Plastic,standard,narrow,standard only,neutral,standard,road/trail,excellent,available,2025,Q1,Core,"A firmer, protective trail ride with a stable platform and a more direct feel underfoot, where the rock plate and outsole bite prioritise control and protection over plush softness or a strong rocker roll.","Avoid if you want a soft, max-cushion trail cruiser, a wide toe box, or a smoother road-like ride for hard surfaces.","Altra Lone Peak 9, Nike Pegasus Trail 5, HOKA Speedgoat 6","Saucony highlights a reformulated PWRTRAC outsole for traction and an updated PWRRUN midsole for a softer feel than before, while still keeping a protective rock-plate style setup for sharp terrain."
shoe_0072,ASICS,Metaspeed Sky,Tokyo,ASICS Metaspeed Sky Tokyo,Sky Tokyo,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,1,2,1,1,163,5,TRUE,,Carbon,low,narrow,standard only,neutral,aggressive_forefoot,road,good,available,2025,Q3,Super-premium,"A very cushioned, ultra-bouncy racer built around a stiff carbon plate, tuned for stride-based running: it feels explosive and fast, but the narrow, race-first platform offers little stability or ground feel.","Avoid if you want stability, easy-day versatility, or a shoe that feels controlled when you are tired or landing heavily on the heel.","Nike Vaporfly Next% 4, Adidas Adizero Adios Pro 4, Saucony Endorphin Elite 2","ASICS positions Sky Tokyo for stride-style runners, using a dual-foam stack (FF LEAP plus FF TURBO PLUS) and a full-length carbon plate, with the Sky using a flatter plate setup intended to support longer strides rather than cadence-focused turnover."
